time,strategy,identifier,symbol,side,type,status,multiplier,time_in_force,asset.strike,asset.multiplier,asset.asset_type,price,filled_quantity,trade_cost
2023-09-08 09:30:00-04:00,MLTrader,d527eccba72c41aaae4b4ece98e25e86,SPY,sell,market,fill,1,gtc,0.0,1,stock,444.8999938964844,363.0,0.0
2023-11-02 09:30:00-04:00,MLTrader,1793066d68c84ebd88aa4c2a94b74e61,SPY,sell,market,new,1,gtc,0.0,1,stock,,,
2023-11-02 09:30:00-04:00,MLTrader,1793066d68c84ebd88aa4c2a94b74e61,SPY,sell,market,fill,1,gtc,0.0,1,stock,426.5799865722656,567.0,0.0
2023-11-13 09:30:00-05:00,MLTrader,f53717efa1214c3d8474f5a425643eda,SPY,sell,market,new,1,gtc,0.0,1,stock,,,
2023-11-13 09:30:00-05:00,MLTrader,f53717efa1214c3d8474f5a425643eda,SPY,sell,market,fill,1,gtc,0.0,1,stock,439.2300109863281,826.0,0.0
2023-11-14 09:30:00-05:00,MLTrader,1a85efd39eb646e98761a9e99e79ee6d,SPY,buy,limit,canceled,1,day,0.0,1,stock,,,
2023-11-14 09:30:00-05:00,MLTrader,396b6b884cb141e8bfbcacb1fcd05f19,SPY,buy,stop,fill,1,day,0.0,1,stock,447.9089859008789,567.0,0.0
2023-11-16 09:30:00-05:00,MLTrader,9530f4bb7ef744c4b846cf0097253367,SPY,buy,stop,canceled,1,day,0.0,1,stock,,,
2023-11-16 09:30:00-05:00,MLTrader,063f4127520d4742945bef0673a7d80a,SPY,buy,limit,canceled,1,day,0.0,1,stock,,,
2023-11-16 09:30:00-05:00,MLTrader,d2853b4527784dab966a9e6d32cb82fc,SPY,buy,stop,canceled,1,day,0.0,1,stock,,,
2023-11-16 09:30:00-05:00,MLTrader,3d74f8acd720406199897f5c017e76eb,SPY,buy,limit,canceled,1,day,0.0,1,stock,,,
2023-11-16 09:30:00-05:00,MLTrader,3d1ef087874c40bc8bf4cd556fccb4f9,SPY,buy,stop,canceled,1,day,0.0,1,stock,,,
2023-11-16 09:30:00-05:00,MLTrader,c949520d2f4e4ee5b5c4fe2d5946ab0a,SPY,buy,limit,canceled,1,day,0.0,1,stock,,,
2023-11-16 09:30:00-05:00,MLTrader,70a1596f14e94a27875aedcc3073d69f,SPY,buy,stop,canceled,1,day,0.0,1,stock,,,
2023-11-16 09:30:00-05:00,MLTrader,c426758fad124989907876704b87db34,SPY,buy,limit,canceled,1,day,0.0,1,stock,,,
2023-11-16 09:30:00-05:00,MLTrader,c209bb59ceba4701a35468f5cdf90d75,SPY,buy,stop,canceled,1,day,0.0,1,stock,,,
2023-11-16 09:30:00-05:00,MLTrader,9577522b7c514d1180229e5a7c6835fd,SPY,buy,limit,canceled,1,day,0.0,1,stock,,,
2023-11-16 09:30:00-05:00,MLTrader,91d58e37d6cf4aaaa4ea97c570236e87,SPY,buy,market,new,1,day,0.0,1,stock,,,
2023-11-16 09:30:00-05:00,MLTrader,d2ccd1a7b0f14bc0b5d82b5322d125f7,SPY,buy,market,new,1,gtc,0.0,1,stock,,,
2023-11-16 09:30:00-05:00,MLTrader,91d58e37d6cf4aaaa4ea97c570236e87,SPY,buy,market,fill,1,day,0.0,1,stock,449.2200012207031,1702.0,0.0
2023-11-16 09:30:00-05:00,MLTrader,d2ccd1a7b0f14bc0b5d82b5322d125f7,SPY,buy,market,fill,1,gtc,0.0,1,stock,449.2200012207031,928.0,0.0
